0.140724	0.014370	-0.015604	0.207071	0.016462	-0.020623	-0.179692	-0.011080	0.095222	0.089561	0.032255	0.109479	-0.130450	-0.042967	-0.017478	0.125673	0.055096	-0.074911	-0.006533	-0.023896	0.038455	0.028625	-0.092017	0.053709	0.070223	-0.169682	-0.017543	0.017691	-0.062245	0.164974	0.183397	-0.015228	-0.080856	-0.093556	-0.091094	0.015481	0.001963	-0.133416	0.044712	-0.065475	-0.044882	0.076776	-0.075260	-0.072334	-0.082170	0.036918	0.010685	-0.015066	0.087297	-0.019080	-0.062857	0.013521	0.004848	0.025266	-0.048812	0.020321	0.070611	0.129900	0.000907	-0.139756	-0.064281	-0.079381	-0.049009	-0.006523	0.008110	-0.071864	0.072551	-0.121362	0.062229	0.004352	-0.013873	-0.164608	-0.140928	0.093319	-0.058364	0.034914	-0.052299	-0.128967	-0.118474	0.155345	0.061518	0.057910	-0.042375	-0.045848	-0.088307	-0.028589	0.090097	-0.133311	0.044728	0.099709	0.003498	-0.154629	-0.088745	0.133228	-0.104951	0.056097	0.051813	-0.017124	-0.177349	0.153839	
-0.030155	-0.012261	0.056548	-0.049528	-0.065376	-0.184236	-0.240285	-0.145944	0.036631	-0.038642	-0.234215	-0.067617	0.062076	-0.024305	-0.092691	0.062503	0.038205	0.053518	-0.003368	0.105274	-0.015066	0.090098	0.028696	0.057741	-0.043215	0.001257	-0.028777	0.110039	0.029041	0.136361	-0.119374	-0.068182	-0.067127	-0.099338	-0.056499	-0.087392	-0.172636	-0.065906	0.061136	0.028901	-0.006394	-0.002002	0.000158	0.160312	0.107618	0.013791	0.148977	0.126213	0.143171	-0.085626	-0.039137	-0.020558	0.052488	-0.026937	0.000621	-0.062311	0.051005	-0.105675	-0.010395	-0.134147	-0.019194	0.115081	0.055354	0.125802	0.031990	-0.030259	0.269496	0.249994	0.139981	-0.125375	0.000978	0.003607	-0.050090	-0.147007	-0.057415	-0.051365	-0.177875	-0.005523	0.149989	0.098690	0.037794	0.011102	-0.119361	0.053291	0.089899	-0.023762	0.050552	-0.095157	0.066047	-0.093964	-0.031879	-0.056246	0.024704	0.114896	0.127483	0.121169	-0.163541	-0.044321	-0.061709	0.116280	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-0.006676	-0.012077	0.028507	0.098044	-0.005497	0.004422	0.050886	0.198235	0.020732	0.065954	0.004652	0.098416	-0.144737	-0.031175	-0.028215	0.084470	-0.006701	0.007319	0.058963	0.011653	-0.061654	0.005534	0.043101	-0.024402	-0.017429	0.108409	-0.066113	-0.012319	0.006842	-0.162463	0.030214	0.050065	0.031034	-0.017043	-0.035222	0.145601	0.014305	-0.140411	0.003879	0.020254	-0.215146	0.000596	0.033236	-0.071394	0.013637	0.109861	-0.014692	0.027313	-0.220928	-0.025896	0.007249	-0.147437	-0.067421	-0.185420	-0.055412	-0.018661	0.050515	0.030041	-0.027732	0.093190	-0.052269	0.071009	-0.098845	0.029813	-0.052079	-0.078468	-0.220235	0.084101	-0.159491	0.004868	0.209306	-0.035746	0.066497	-0.004669	-0.051393	-0.008102	-0.069551	-0.115223	0.032944	-0.073272	0.055406	0.153429	-0.035891	-0.136043	0.025727	-0.034832	0.026063	0.030057	-0.143560	0.144749	0.021409	-0.020015	-0.059534	0.070924	0.089949	-0.057744	0.004999	-0.026504	0.021209	0.029163	
-0.004584	-0.071168	0.008725	0.111837	-0.057834	-0.003277	0.046082	0.178588	0.128652	0.010629	0.018764	-0.019953	-0.007863	-0.010991	0.050234	0.081684	-0.033327	-0.084373	0.042987	0.042545	-0.063855	0.107063	0.024126	-0.035729	-0.003471	0.032094	-0.130424	0.000283	-0.078689	-0.051590	-0.003033	0.072281	0.229366	-0.029049	0.000346	0.139066	-0.009170	-0.146225	0.026181	0.043567	-0.053042	0.124835	0.022345	-0.075020	0.019338	0.107103	-0.039746	0.066793	-0.072631	-0.064595	0.043619	-0.024506	-0.229953	-0.207702	-0.075671	0.001855	0.042370	0.126912	0.050157	-0.034512	-0.013867	0.082073	-0.098304	0.090292	-0.070914	-0.061863	-0.102355	0.194811	-0.201815	0.001723	0.152983	-0.046722	0.045971	0.061869	0.011072	0.034429	0.004813	0.027407	0.178930	-0.115231	-0.003884	0.106023	-0.197726	-0.051524	0.020376	-0.039827	0.052277	0.051081	-0.140659	-0.010759	0.017170	-0.037876	-0.001107	0.100240	0.166247	0.030271	0.021008	-0.010218	0.064959	0.039092	
-0.059448	0.018251	0.087617	0.181771	-0.136816	-0.030713	-0.277271	-0.076990	0.062860	0.067027	-0.004196	-0.097334	-0.063214	-0.031745	0.109107	-0.041943	0.016680	0.003770	-0.023165	0.006138	0.048978	-0.090057	0.126595	0.053414	0.038023	-0.019159	0.064519	0.047059	-0.048671	0.169231	-0.011972	-0.005790	-0.026419	-0.127317	-0.100456	-0.180536	-0.095991	0.033785	0.079320	0.002742	-0.004793	-0.011738	0.111502	0.059297	0.059761	-0.016958	0.185609	-0.070101	-0.087682	0.180390	-0.102461	0.077655	0.086783	-0.069229	0.025535	0.046222	-0.074539	0.051349	0.061523	-0.026423	0.072521	0.023581	0.037730	-0.188633	0.096956	-0.079922	-0.119225	-0.169443	0.068396	-0.123201	0.128350	-0.025942	-0.083392	0.041343	0.084611	0.105005	-0.094561	0.094542	-0.095588	0.119871	0.118857	-0.073158	-0.013780	0.126254	0.077160	-0.047182	-0.139276	0.072237	0.047185	-0.058540	-0.040437	0.053958	-0.106138	0.199944	-0.189348	0.286969	-0.226664	0.118530	0.006722	-0.034013	
-0.145970	-0.049649	0.056392	0.049587	-0.126209	-0.075317	-0.062421	0.025241	0.027468	-0.019785	-0.109378	-0.043379	0.051328	0.034257	-0.114080	-0.154750	-0.001866	-0.109391	0.064325	0.044408	-0.025457	0.046880	0.099794	-0.043664	-0.016788	-0.011393	0.034944	0.040549	-0.083628	-0.002661	-0.016570	0.100948	0.162476	-0.010517	0.003836	0.088655	-0.013868	-0.148561	0.012147	0.037427	-0.063081	0.020147	-0.107081	0.050088	-0.049699	0.168265	0.060652	-0.000732	0.067586	0.014360	0.135234	-0.024229	0.096322	-0.223515	-0.139622	0.034945	0.032211	0.011541	0.061857	-0.074394	0.013271	-0.093146	-0.127466	0.200314	-0.046263	-0.051669	0.057020	0.239830	-0.060462	0.006888	0.164684	0.026265	0.037106	-0.012743	-0.111251	0.000100	-0.119341	0.051465	0.086397	0.073652	0.047166	0.101274	-0.061557	-0.083337	0.024837	-0.012885	0.267284	-0.042063	-0.042730	0.148558	-0.052657	-0.021696	-0.077279	0.199272	0.170605	0.152689	0.132957	-0.006685	0.079666	0.036241	
-0.026671	-0.030714	0.099879	-0.004131	-0.056236	-0.109339	0.077783	-0.081564	0.068843	-0.075367	0.034539	-0.054885	-0.122306	-0.092443	-0.022038	0.046685	0.014804	-0.044792	0.186400	-0.021970	-0.069181	-0.007956	-0.061496	-0.044148	-0.033906	-0.009812	0.061706	-0.091337	-0.046086	-0.045962	-0.048344	0.103343	-0.071497	-0.031565	-0.029065	-0.090500	0.110921	-0.000070	-0.173559	0.054239	-0.022287	-0.172223	0.038525	0.033698	-0.140295	-0.031009	-0.060782	0.020860	-0.024030	-0.019802	0.007188	-0.150183	-0.088670	0.089221	-0.041669	0.118237	0.151225	0.082947	-0.034823	0.069427	0.039384	-0.033358	0.004446	-0.076104	0.102249	-0.137636	-0.078757	0.035893	-0.092107	0.158881	0.079447	0.047759	0.007317	-0.067146	0.036858	-0.004537	-0.031449	-0.124788	-0.028545	-0.198647	-0.139774	0.099808	0.052867	-0.017558	0.075229	-0.047786	-0.038953	0.050886	-0.117729	0.120434	0.035317	-0.081520	-0.036174	0.114177	-0.081321	0.053195	-0.049507	-0.103126	0.004917	-0.011383	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
0.047126	0.032114	0.054158	0.117644	0.008382	0.082571	0.100507	-0.032952	0.137005	0.013473	-0.204043	-0.054352	0.031961	0.046060	0.202806	0.013833	0.015662	-0.105014	0.012984	0.080077	-0.066551	0.004438	0.063469	-0.002345	-0.003189	0.152298	-0.155241	0.085469	0.006353	0.069800	-0.110917	-0.053861	0.155191	-0.087016	0.083137	-0.097129	-0.079613	0.033194	0.092264	0.008309	0.051336	0.131880	-0.007335	0.045501	0.110622	-0.040689	0.121066	0.052789	0.022551	-0.157278	-0.004427	0.092956	-0.100131	-0.132016	0.127754	-0.094007	-0.000118	0.051982	-0.027761	-0.141919	-0.136105	0.196369	-0.035104	-0.025964	-0.012197	-0.053897	0.212015	0.135361	0.040551	-0.051533	0.268051	-0.093104	-0.004213	-0.057894	0.140021	0.022863	-0.044773	0.026032	0.221013	-0.080516	0.062639	0.043699	0.018282	0.107449	-0.048849	-0.010441	0.061067	0.090679	-0.056799	-0.083298	0.101827	0.037573	0.001600	0.044301	0.120419	-0.003002	-0.132680	-0.009064	-0.023700	-0.041032	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
0.011675	0.104077	0.195780	0.139617	-0.013422	-0.068485	-0.124377	0.138409	0.047544	0.144777	-0.099484	0.057596	0.014743	-0.165168	0.129944	-0.005551	0.098867	-0.032094	0.087529	0.246169	-0.096198	0.094416	0.010711	0.114385	-0.074133	-0.071019	-0.023679	0.118124	-0.135356	-0.000967	0.093784	-0.076529	0.008600	-0.124889	0.016360	-0.025487	0.116568	0.042449	0.038731	0.046536	-0.115907	-0.043317	0.056583	0.020365	-0.021973	0.076585	0.141162	0.151488	-0.108920	-0.041170	-0.012882	0.038803	0.023934	-0.150969	-0.067887	-0.039670	0.015287	0.051823	0.044224	-0.041904	-0.124313	0.169338	-0.148242	-0.147573	0.024388	0.065355	0.000670	-0.074951	0.075139	0.009530	0.189047	-0.005213	0.115825	-0.091767	0.046912	0.153165	-0.019419	0.079213	0.041037	0.053976	0.127790	0.183131	-0.057430	0.093678	-0.047381	0.086552	0.077638	0.115495	-0.066546	-0.012273	-0.068574	0.048500	-0.088376	0.033780	-0.031511	0.171006	-0.036591	-0.150393	0.100463	-0.160901	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-0.126247	-0.051085	0.099854	0.090179	0.156426	0.017436	-0.012700	0.199528	0.020448	0.033413	0.032613	0.066572	0.009050	-0.015747	0.062408	0.015994	-0.025765	-0.046200	0.136455	0.220374	0.137851	0.104873	0.005254	0.107737	0.003137	-0.075722	-0.112853	0.065450	-0.089620	-0.000412	0.001139	-0.170532	0.037027	-0.029671	0.109646	0.016819	0.109718	0.029718	-0.015176	0.159317	-0.084343	0.048394	0.032155	0.000873	0.038425	0.121057	0.098546	0.134615	-0.114683	-0.102280	-0.014935	-0.038627	-0.143348	-0.029243	0.048408	0.029665	0.020332	0.071693	-0.048721	-0.022542	-0.167266	0.174628	-0.078292	-0.080802	-0.196102	0.004948	0.066280	0.065284	-0.030789	0.036598	0.251365	-0.103284	0.066425	0.047539	0.186293	-0.005203	0.049584	-0.144900	0.127768	-0.039042	0.083252	0.107851	0.004973	0.048532	0.011795	-0.087887	0.039841	-0.027181	-0.030379	0.045923	0.057696	-0.042969	0.047336	-0.094886	0.098545	-0.011783	-0.045726	-0.117450	0.045794	0.011546	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-0.001101	-0.011665	0.073220	-0.030197	-0.085432	0.028458	-0.025261	0.173860	-0.015011	-0.169916	-0.029629	-0.032626	0.010437	0.013069	0.010217	-0.009271	0.056130	-0.183361	0.053240	-0.032886	-0.020163	0.047607	0.130258	0.009604	-0.000553	0.019697	-0.035643	0.067371	0.034327	-0.131871	-0.130600	0.087689	0.202018	-0.070340	0.081321	-0.013895	-0.326703	-0.104478	0.018117	0.033308	0.078836	0.011329	0.023045	0.143202	-0.055016	0.130145	0.093884	0.118301	-0.090243	0.036877	0.013075	0.046992	-0.049647	-0.097604	-0.098003	0.082479	0.022542	0.063564	0.012034	-0.032855	-0.023729	0.036064	-0.125616	0.001283	0.012810	-0.029651	-0.010139	0.260833	0.104473	0.016656	0.011358	-0.022419	0.002638	-0.032473	-0.000523	0.038366	0.077915	-0.061913	0.062560	0.048565	0.062401	0.150611	-0.236213	0.022852	-0.110867	-0.082064	0.056481	-0.031284	0.037642	0.073861	0.090761	-0.036406	0.003960	-0.014538	0.168132	0.054222	-0.143743	-0.123582	0.008059	0.024540	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-0.078084	0.033723	0.105588	0.184960	0.085176	-0.028200	-0.096874	-0.021849	0.033293	0.093995	0.142761	-0.193111	-0.014071	0.117403	-0.124187	-0.026833	-0.029660	0.026193	0.025101	0.170054	-0.012390	-0.031577	-0.091176	0.089076	0.074026	0.112969	-0.072649	-0.100300	-0.060035	-0.071271	0.192178	-0.008522	-0.101813	-0.062536	-0.090182	0.140282	0.111897	-0.191449	-0.023789	0.075430	-0.008492	0.045712	-0.078290	-0.087777	0.080720	0.015700	-0.028259	-0.028083	0.163111	-0.044255	0.000571	-0.005559	0.173130	-0.026761	-0.005859	0.104762	-0.023183	0.031603	0.019140	-0.055137	-0.063725	-0.084303	-0.109279	-0.004026	-0.024320	-0.090386	-0.152107	-0.129671	-0.103756	-0.189759	-0.121509	-0.091972	-0.066162	0.005080	0.071397	0.032510	-0.110863	-0.113655	-0.077500	-0.018568	0.001852	-0.062177	0.075973	-0.174571	-0.079058	-0.026814	-0.130644	0.041917	0.106224	-0.058802	-0.009429	-0.140397	0.020064	-0.005768	-0.153479	0.111225	0.141788	-0.057898	0.032028	0.009039	
-0.007945	0.144501	0.174949	0.116031	-0.119227	-0.142835	-0.223202	-0.013516	0.004336	0.185783	-0.111053	-0.060238	0.042730	0.038325	0.152278	0.087004	0.084089	-0.011429	-0.000378	0.120412	-0.136801	-0.028912	-0.001943	0.091148	-0.103917	-0.075844	0.132068	0.053644	-0.100084	0.059686	0.002646	-0.070646	-0.037002	-0.122658	-0.051462	0.070812	0.120375	-0.033110	0.165076	-0.099374	-0.083646	-0.145492	0.099162	-0.122386	0.013502	0.049108	0.152272	0.107099	0.035659	0.048477	-0.044184	0.031633	0.175787	-0.178193	-0.114935	-0.012798	0.027611	0.041103	0.018953	-0.126889	-0.018460	-0.020125	0.006743	-0.073188	0.138859	0.068129	-0.004069	-0.129634	0.051265	0.020425	-0.008025	0.019854	0.044881	-0.072505	-0.076524	0.190796	-0.108655	0.042964	0.004612	0.127392	0.112866	0.069718	-0.073391	0.104902	0.040734	-0.038851	-0.018365	0.075145	0.002497	-0.109026	-0.054931	0.090428	-0.167016	0.101885	-0.063592	0.164359	-0.012608	-0.048143	-0.076596	-0.086826	
